ID,WAR,ERA,WHIP,WPA,K-BB%,BABIP,LOB%,IP/G,P/PA,RAA,RAR,WAA,Fastball,Slider,Curve,ChangeUP,Splitter,Sinker,Knurkle
NC-56,0.06,4.91,1.43,-0.01,6.0,0.222,71.4,1.0,3.36,-0.77,1.36,-0.14,3.5,-5.8,0.4,0.0,-0.1,0.0,0.0
Å°¿ò-8,0.41,0.0,1.41,0.06,16.0,0.33299999999999996,100.0,5.7,3.44,2.93,3.71,0.34,0.2,0.5,2.1,0.0,-0.1,0.3,0.0
»ï¼º-15,-0.05,6.6,1.93,-0.4,6.8,0.375,72.6,1.7,3.88,-1.66,1.09,-0.25,-1.9,-0.3,-0.8,0.0,2.6,0.0,0.0
µÎ»ê-59,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.0,0.16,0.14,0.01,-0.5,0.0,0.0,0.0,0.0,0.0,0.0
»ï¼º-21,0.13,3.86,1.79,0.16,10.6,0.4,69.1,0.9,4.27,0.19,3.7,-0.06,-2.8,-0.5,-0.1,0.1,-1.1,0.0,0.0
LG-30,0.21,2.7,1.4,0.21,-8.7,0.14800000000000002,84.3,3.3,4.37,1.01,2.72,0.07,1.6,2.7,-0.1,-0.5,0.0,0.0,0.0
KIA-36,1.29,3.47,1.5,0.3,9.3,0.36700000000000005,71.6,6.2,3.71,7.42,15.5,0.63,0.4,1.5,-0.4,3.5,0.0,1.7,0.0
»ï¼º-2,1.15,0.0,0.52,0.72,22.6,0.174,88.9,1.0,3.58,9.93,13.38,0.92,2.1,0.0,5.8,0.6,0.0,0.1,0.0
NC-39,0.43,3.94,1.5,0.05,4.3,0.298,81.1,5.3,4.33,2.59,5.22,0.22,-1.3,0.1,1.4,1.7,0.0,0.0,0.0
»ï¼º-46,3.16,1.0,1.0,2.0,19.7,0.282,89.1,6.4,3.8,21.85,27.93,2.56,0.8,5.7,2.4,11.6,0.0,0.0,0.0
ÇÑÈ­-38,0.04,0.0,1.5,0.0,16.7,0.33299999999999996,100.0,1.3,4.0,0.6,0.43,0.02,0.3,0.1,-0.4,0.0,0.3,0.1,0.0
µÎ»ê-57,0.9,3.15,1.6,0.2,13.5,0.35,80.8,4.9,4.46,5.26,10.96,0.44,0.3,0.5,0.1,-1.1,5.0,0.0,0.0
ÇÑÈ­-41,-0.14,12.0,3.67,-0.22,-33.3,0.33299999999999996,63.6,1.5,5.0,-2.53,-1.99,-0.18,-4.3,-0.6,0.0,2.2,0.0,0.0,0.0
·Ôµ¥-16,-0.44,10.54,1.98,-0.85,-1.5,0.308,45.5,4.6,4.14,-7.22,-4.43,-0.62,-3.6,-1.9,-0.3,0.0,0.0,0.0,0.0
·Ôµ¥-43,0.37,2.61,1.07,0.27,14.0,0.273,54.5,2.1,4.02,1.6,3.39,0.23,1.8,1.4,0.1,-0.1,0.0,0.8,0.0
KIA-55,0.03,4.5,2.0,0.04,0.0,0.33299999999999996,75.0,1.0,4.5,0.16,0.65,0.01,-0.7,0.0,0.0,0.7,0.0,0.0,0.0
µÎ»ê-77,0.07,0.0,1.0,0.0,14.3,0.25,100.0,2.0,3.86,1.16,0.75,0.05,1.0,0.2,0.0,0.0,0.0,0.0,0.0
KT-30,-0.28,6.83,1.84,-0.99,3.8,0.37799999999999995,58.8,4.6,3.89,-6.6,-1.38,-0.64,-0.1,0.3,-1.7,-2.8,0.0,-1.8,0.0
LG-31,-0.12,5.6,1.59,-0.17,13.4,0.34600000000000003,64.9,1.1,4.15,-2.97,0.16,-0.35,-0.5,-2.3,1.0,0.0,0.0,0.0,0.0
LG-39,-0.06,18.0,3.0,0.0,0.0,0.5,33.3,1.0,5.17,-1.48,-0.64,-0.07,-0.8,0.0,-0.1,0.3,0.0,0.0,0.0
ÇÑÈ­-61,0.1,4.5,1.31,-0.4,-7.0,0.204,66.4,3.2,3.79,0.01,1.6,-0.12,1.7,-0.1,0.7,1.1,-3.3,0.0,0.0
µÎ»ê-18,0.06,3.14,1.05,-0.62,6.8,0.22899999999999998,53.0,1.8,4.19,-0.78,1.22,-0.13,3.4,-2.1,-1.4,-0.3,-0.2,0.0,0.0
NC-44,0.33,3.86,1.35,0.06,7.4,0.314,74.1,1.4,3.82,3.18,4.11,0.12,1.1,0.2,0.0,1.4,0.0,-0.8,0.0
·Ôµ¥-38,-0.23,6.48,1.92,-1.07,0.8,0.349,64.3,5.0,3.94,-5.81,-1.08,-0.57,-0.5,-3.9,-3.9,-0.3,0.0,-0.8,-0.2
µÎ»ê-1,0.33,3.24,1.92,0.32,7.5,0.5,82.4,1.0,3.65,1.89,4.79,0.21,-1.4,-0.2,0.0,1.3,0.0,0.0,0.0
»ï¼º-64,-0.06,6.91,1.61,-0.33,6.0,0.326,59.3,3.6,4.33,-2.43,0.19,-0.25,2.0,-2.7,0.2,-1.4,0.0,0.0,0.0
NC-50,0.04,1.8,1.2,-0.06,13.6,0.214,65.2,1.3,4.36,0.1,0.52,-0.02,-0.5,0.5,0.0,0.0,0.0,0.0,0.0
ÇÑÈ­-56,-0.01,9.0,4.0,-0.01,-28.6,0.4,75.0,1.0,2.57,-0.43,-0.13,-0.03,0.4,0.0,0.0,-0.4,0.0,0.0,0.0
·Ôµ¥-32,0.55,5.11,1.38,-0.5,8.6,0.264,77.1,5.3,3.91,1.56,7.94,0.06,-0.3,1.9,-1.3,0.0,-0.7,0.4,0.0
·Ôµ¥-63,0.0,0.0,0.0,-0.01,-100.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,-1.1,0.0,0.0,0.0,0.0,0.0,0.0
»ï¼º-54,0.05,0.0,0.0,0.03,66.7,0.0,0.0,1.0,4.33,0.61,0.54,0.04,0.1,0.3,0.1,0.0,0.0,0.0,0.0
LG-1,-0.67,21.21,3.86,-0.75,-19.4,0.526,33.3,2.3,4.26,-10.16,-9.07,-0.73,-6.1,0.0,0.8,-1.6,0.0,0.0,0.0
KT-48,0.66,2.0,0.94,0.41,15.1,0.245,76.5,1.1,3.44,6.41,7.92,0.42,0.4,6.0,0.0,0.6,0.0,1.7,0.0
LG-18,0.55,3.0,1.53,0.16,6.2,0.35,80.0,0.9,3.66,2.99,8.58,0.35,0.0,-0.5,0.0,0.0,0.0,1.9,0.0
SSG-50,1.62,2.68,1.1,0.8,10.6,0.256,73.1,6.2,3.98,10.82,17.63,1.04,1.2,0.0,4.7,0.9,0.0,2.2,0.0
·Ôµ¥-40,-0.18,9.39,2.35,-0.37,14.6,0.5,60.2,0.8,3.83,-2.7,-1.25,-0.28,-1.5,-1.2,-0.1,0.0,-2.2,0.0,0.0
NC-62,0.55,3.5,1.5,0.13,15.4,0.38,78.9,4.5,4.28,3.52,6.48,0.31,1.0,1.7,1.1,0.0,-1.0,0.0,0.0
KT-55,-0.1,6.23,1.62,-0.08,11.7,0.366,52.4,1.2,3.83,-2.21,0.1,-0.27,-0.4,0.3,-0.1,0.0,1.1,0.0,0.0
·Ôµ¥-2,0.08,0.0,1.5,0.0,0.0,0.28600000000000003,100.0,1.0,3.11,1.29,0.81,0.05,0.2,0.0,0.0,0.3,0.0,0.0,0.0
µÎ»ê-29,-0.33,6.23,2.04,-0.85,-1.5,0.391,67.1,4.3,3.86,-7.06,-2.13,-0.68,-1.6,0.4,-1.3,0.0,0.0,-3.3,0.0
LG-11,1.21,1.85,1.06,0.65,8.1,0.245,82.4,5.7,3.57,8.1,13.49,0.76,-0.4,2.8,-2.4,0.0,6.7,2.8,0.0
SSG-37,0.03,4.5,1.5,0.0,33.3,0.5,66.7,1.0,4.89,0.25,0.3,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0
·Ôµ¥-39,0.06,6.23,1.73,-0.06,-2.6,0.321,62.9,2.2,3.91,-0.67,0.94,-0.18,2.9,-0.2,0.5,-1.9,0.0,-0.4,0.0
SSG-22,0.27,4.2,1.6,-0.43,8.6,0.268,80.8,0.9,3.79,1.49,4.57,0.07,-0.6,-2.1,0.0,0.0,0.8,0.0,0.0
µÎ»ê-42,-0.35,6.0,2.22,-0.61,0.0,0.41200000000000003,50.0,1.0,3.51,-5.1,-3.09,-0.47,-6.6,0.0,1.0,0.0,0.0,0.0,0.0
ÇÑÈ­-31,-0.2,27.0,3.0,-0.14,11.1,0.6,20.0,1.3,3.89,-3.18,-2.41,-0.21,-3.4,0.0,0.3,0.4,0.0,0.0,0.0
KIA-19,-0.02,7.36,1.91,-0.03,-5.6,0.364,66.7,1.2,4.33,-0.65,0.0,-0.07,0.0,-0.3,0.1,0.4,0.0,0.0,0.0
KIA-11,-0.29,11.88,2.28,-0.63,4.4,0.41200000000000003,52.3,2.8,4.02,-5.97,-3.83,-0.4,1.5,-2.5,-1.7,-0.2,-3.2,-0.5,0.0
·Ôµ¥-94,-0.07,16.2,3.6,-0.01,0.0,0.5710000000000001,50.0,0.8,4.0,-1.86,-0.81,-0.1,-0.6,-1.3,-0.4,0.3,0.0,0.0,0.0
·Ôµ¥-58,0.84,3.38,1.39,0.12,14.3,0.34600000000000003,73.8,5.3,4.09,4.35,10.61,0.34,-4.5,8.5,0.1,-0.8,0.0,-0.1,0.0
SSG-47,-0.26,7.01,1.68,-0.62,10.7,0.34299999999999997,54.5,2.6,3.96,-6.16,-1.7,-0.61,-5.1,-4.8,-0.6,1.8,0.0,0.0,0.0
NC-46,0.3,4.26,1.66,-0.41,12.3,0.4,78.7,0.9,4.18,1.76,4.91,0.14,-4.1,2.0,0.0,0.0,-0.3,1.1,0.0
Å°¿ò-41,0.13,4.62,1.54,-0.28,9.5,0.32899999999999996,69.7,4.2,3.89,-1.57,2.95,-0.21,-2.7,4.0,0.5,-0.6,0.0,0.0,0.0
»ï¼º-20,-0.36,12.86,3.14,-0.41,4.8,0.517,67.4,0.6,3.71,-5.11,-3.39,-0.45,-4.1,-2.2,0.0,-2.8,0.5,0.0,0.0
NC-54,-0.05,6.75,1.88,-0.03,22.2,0.474,50.0,1.1,3.85,-1.7,-0.45,-0.13,0.7,0.1,-1.2,0.0,-0.8,0.0,0.0
µÎ»ê-55,0.89,1.66,1.06,0.71,3.6,0.231,78.7,1.1,3.86,6.36,11.8,0.6,3.0,0.0,3.6,0.0,0.2,0.0,0.0
LG-21,0.33,0.0,1.36,0.0,13.8,0.33299999999999996,100.0,0.8,4.31,4.07,3.63,0.23,1.9,0.9,-0.1,0.0,0.0,-0.1,0.0
Å°¿ò-39,0.45,3.38,1.63,-0.14,0.0,0.327,76.9,0.9,3.68,2.81,6.86,0.24,0.0,0.0,2.9,0.0,0.0,0.1,0.0
»ï¼º-57,0.04,6.0,1.17,-0.34,8.0,0.294,50.0,0.4,4.08,-0.09,0.95,-0.04,-0.1,0.0,1.9,0.0,0.0,0.0,0.0
ÇÑÈ­-58,-0.31,14.29,2.65,-0.13,-12.1,0.3,53.0,0.6,4.0,-5.67,-3.16,-0.38,-6.3,0.0,-1.0,0.4,0.0,0.0,0.0
·Ôµ¥-4,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.7,4.0,0.44,0.27,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ÇÑÈ­-5,0.38,4.22,1.5,0.25,3.2,0.271,76.2,1.4,3.66,2.5,5.58,0.09,0.0,0.9,-0.1,0.6,0.0,0.0,0.0
ÇÑÈ­-18,0.09,3.38,1.35,0.01,3.3,0.214,75.9,1.0,3.75,-0.23,1.44,-0.09,-1.1,-0.2,0.0,-1.0,0.0,0.0,0.0
KT-47,-0.26,9.72,2.28,-0.23,0.0,0.375,55.6,0.8,3.53,-4.96,-2.49,-0.38,-1.9,0.1,0.0,0.0,-2.2,-0.6,0.0
·Ôµ¥-15,-0.09,7.15,2.12,-0.4,-1.7,0.36200000000000004,63.6,1.1,3.23,-2.2,-0.15,-0.24,-2.9,0.9,0.0,-1.0,0.0,1.5,0.0
Å°¿ò-15,-0.2,7.0,1.56,-0.82,10.3,0.4,50.0,0.9,3.62,-2.37,-0.94,-0.32,0.3,0.2,0.0,-1.0,0.0,0.0,0.0
KT-15,0.12,2.25,0.75,-0.03,25.0,0.25,66.7,1.3,3.81,1.23,1.41,0.07,0.2,0.0,0.0,0.7,-0.3,0.0,0.0
·Ôµ¥-47,-0.03,6.5,2.33,-0.54,-7.3,0.38299999999999995,69.6,4.5,3.68,-2.51,0.78,-0.27,-1.0,-1.0,0.0,-1.7,0.0,-1.7,0.0
Å°¿ò-43,1.2,3.19,1.29,0.43,12.1,0.295,86.6,6.0,3.68,6.75,14.67,0.56,0.0,0.1,3.2,0.5,0.0,3.7,0.0
SSG-23,-0.48,12.1,3.1,-0.67,-24.1,0.303,67.2,3.2,3.76,-7.2,-5.23,-0.61,-6.2,-0.7,0.1,-1.6,0.0,0.0,0.0
